enrollment,duration,phase_encoded,condition_encoded,intervention_type_encoded,study_design_encoded,sponsor_type_encoded,gender_encoded,location_encoded,masking_encoded,final_status
717.0,220.0,5,5985,6,1,3,0,1179,0,1
10066.0,2925.0,5,912,6,1,3,0,30,4,1
54.0,1575.0,3,1499,1,1,4,2,208,1,1
54.0,1080.0,1,3447,1,1,6,0,385,4,1
364.0,1795.0,3,780,0,1,6,0,742,1,1
307.0,894.0,5,6583,6,1,7,0,1181,2,1
65.0,979.0,6,3621,6,1,6,0,208,2,1
900.0,1369.0,5,8609,6,1,3,0,175,1,1
78.0,3041.0,5,3679,6,1,3,0,1077,1,1
310.8711580908859,2891.0,5,1161,9,1,5,0,1179,0,1
129.0,1827.0,1,8362,6,0,3,0,68,1,1
24.0,992.4420741902379,6,3544,6,1,3,2,1179,3,1
411.0,184.0,5,4277,6,1,3,0,30,2,1
25.0,90.0,1,3583,6,1,3,0,881,0,1
162.0,236.0,6,3294,6,1,3,0,1179,0,1
3250.0,1069.0,5,5490,6,1,6,1,1179,0,1
15.0,1217.0,0,6172,3,0,6,0,1179,1,1
87.0,2040.0,3,3306,6,1,3,0,834,1,1
1346.0,2283.0,6,8227,6,1,5,0,1162,1,1
217.0,272.0,6,7355,6,1,3,0,30,1,1
32.0,1059.0,6,7973,6,0,7,0,1179,1,1
653.0,701.0,6,3753,1,1,3,0,1179,1,1
381.0,1096.0,5,238,6,1,3,0,208,1,1
45.0,457.0,1,462,6,0,3,0,792,1,1
113.0,1765.0,6,5878,0,1,5,0,288,1,1
18.0,762.0,1,5897,6,1,6,0,705,2,1
66.0,913.0,3,7988,10,1,6,0,1179,0,1
72.0,62.0,1,4240,1,1,3,0,1179,3,1
72.0,184.0,3,4584,6,1,3,0,30,0,1
800.0,518.0,5,3258,6,1,3,0,30,0,1
1617.0,602.0,5,108,2,1,3,0,569,3,1
26.0,2556.0,1,2659,6,1,5,0,881,2,1
40.0,155.0,1,8376,6,1,3,0,1179,1,1
40.0,1218.0,6,2206,8,1,6,0,1179,1,1
22.0,2139.0,2,7107,6,0,6,0,1110,1,1
33.0,215.0,1,8348,6,1,5,0,837,1,1
22.0,2129.0,6,3073,6,1,2,1,1179,1,1
88.0,1249.0,5,1126,9,1,7,0,1179,3,1
36.0,753.0,6,7545,6,1,6,0,1077,1,1
37.0,2222.0,3,5697,6,0,5,0,705,1,1
111.0,481.0,6,6691,6,1,6,0,1179,2,1
4116.0,517.0,5,2544,1,1,3,0,68,3,1
73.0,1125.0,3,2000,6,0,3,0,448,1,1
54.0,992.4420741902379,1,6415,3,1,3,0,1077,1,1
511.0,992.4420741902379,5,890,6,1,3,0,68,2,1
501.0,1222.0,4,3612,6,1,6,0,1179,2,1
72.0,396.0,1,2606,6,1,3,0,1179,0,1
128.0,243.0,3,1799,6,1,3,0,68,2,1
8246.0,2244.0,5,8376,6,1,3,0,1179,0,1
400.0,1065.0,6,1523,6,1,6,0,1179,2,1
36.0,242.0,1,6217,6,0,6,0,742,1,1
300.0,2720.0,6,1758,6,1,3,0,1007,1,1
403.0,760.0,5,8501,6,0,3,0,1179,1,1
32.0,913.0,1,7759,6,0,5,0,705,1,1
97.0,992.4420741902379,3,7969,6,1,3,0,1179,0,1
60.0,3317.0,3,4752,9,0,6,0,34,1,1
202.0,1512.0,4,237,6,1,6,0,448,1,1
20.0,1595.0,0,8218,3,1,5,0,533,3,1
102.0,212.0,1,7535,5,1,6,0,1179,1,1
20.0,59.0,1,3544,6,1,3,2,501,2,1
310.8711580908859,546.0,3,2000,6,1,5,0,792,1,1
560.0,579.0,5,6945,6,1,3,0,1179,4,1
48.0,62.0,1,3544,6,1,3,2,1179,1,1
329.0,1033.0,3,3621,6,1,3,0,68,2,1
207.0,130.0,5,6979,3,1,3,0,1179,2,1
20.0,792.0,6,703,3,0,6,0,792,1,1
143.0,184.0,3,2629,6,1,3,0,706,4,1
32.0,243.0,1,7355,6,1,3,0,1179,2,1
80.0,912.0,4,2648,1,1,6,0,244,1,1
60.0,1095.0,3,1238,6,1,4,1,684,1,1
26.0,8.0,1,786,6,1,3,0,1179,1,1
463.0,212.0,4,2866,6,1,3,2,1179,0,1
194.0,488.0,4,4240,1,1,6,1,419,2,1
310.8711580908859,1007.0,5,3342,6,1,5,0,792,0,1
12.0,61.0,1,3032,6,1,3,0,1179,0,1
90.0,172.0,3,3251,6,1,3,0,1179,3,1
86.0,1498.0,5,6223,8,1,6,0,1179,1,1
26.0,30.0,1,2445,6,1,3,2,566,1,1
357.0,1065.0,2,671,6,1,6,0,1016,3,1
104.0,2799.0,6,1780,8,0,6,0,1179,1,1
74.0,881.0,6,5833,6,1,6,0,1179,0,1
310.8711580908859,304.0,3,890,6,1,3,0,68,0,1
75.0,1323.0,3,100,6,1,3,0,208,2,1
36.0,120.0,1,8384,6,1,3,0,1077,3,1
48.0,1922.0,3,7969,0,1,5,0,1030,1,1
210.0,248.0,3,1035,6,1,3,0,208,2,1
46.0,331.0,1,6979,6,1,3,2,1179,0,1
1145.0,2588.0,5,1720,6,1,6,0,1179,1,1
187.0,2070.0,3,8285,0,1,6,0,824,3,1
27.0,992.0,2,7647,6,1,5,0,208,2,1
12.0,731.0,1,6176,7,0,6,0,792,1,1
110.0,122.0,1,505,6,1,3,0,1179,0,1
14.0,55.0,1,8270,6,0,3,2,1131,1,1
92.0,181.0,4,5811,5,1,3,1,684,0,1
22.0,992.4420741902379,1,4924,6,1,3,2,1179,1,1
98.0,273.0,2,1238,5,1,4,1,841,0,1
48.0,92.0,1,3544,6,1,3,0,1179,2,1
18.0,61.0,1,2866,6,1,3,2,1179,1,1
3600.0,1035.0,5,2116,6,1,3,0,30,0,1
370.0,730.0,5,4127,1,1,6,0,401,2,1
9.0,245.0,1,8269,6,0,6,0,68,1,1
96.0,611.0,5,4913,3,1,6,0,1179,2,1
52.0,1338.0,3,2000,6,0,3,0,68,1,1
54.0,213.0,3,6067,6,1,6,1,533,0,1
104.0,1155.0,2,7981,6,1,6,0,706,0,1
342.0,884.0,5,3395,1,1,3,0,961,1,1
246.0,1016.0,6,1156,6,1,6,0,810,1,1
180.0,1551.0,6,3633,6,1,6,0,1179,1,1
6000.0,992.4420741902379,6,2946,0,1,6,0,533,4,1
99.0,3195.0,2,1238,9,0,6,0,208,1,1
157.0,1434.0,3,448,1,0,3,0,55,1,1
500.0,607.0,0,1506,9,1,2,0,1179,3,1
280.0,2131.0,1,1624,0,1,5,0,881,0,1
372.0,3213.0,6,3928,1,1,6,0,912,2,1
102.0,426.0,3,8376,6,1,3,2,208,2,1
12.0,992.4420741902379,1,2428,6,1,6,2,1179,1,1
51.0,1126.0,3,1238,6,0,3,1,30,1,1
2162.0,913.0,5,3017,0,1,5,0,687,1,1
18.0,129.0,1,634,6,1,6,1,1179,1,1
122.0,305.0,5,124,6,1,3,0,1179,0,1
30.0,457.0,6,6854,6,1,6,0,1179,0,1
310.8711580908859,2465.0,5,1218,6,1,6,0,1149,0,1
33.0,94.0,6,6691,9,1,8,0,1179,3,1
33.0,2568.0,3,5330,6,1,3,0,69,1,1
7154.0,6267.0,5,1238,6,1,6,1,363,4,1
120.0,759.0,1,3544,6,1,3,0,481,2,1
58.0,1522.0,3,1682,3,1,5,0,331,2,1
36.0,380.0,1,7264,6,0,3,0,1179,1,1
24.0,61.0,1,6415,6,1,3,0,742,1,1
24.0,915.0,2,1728,6,1,5,0,705,1,1
132.0,1795.0,3,7301,6,1,5,0,286,2,1
40.0,426.0,6,8671,6,1,6,0,1179,0,1
240.0,1155.0,0,4743,6,1,6,0,596,0,1
58.0,208.0,3,108,6,1,3,0,1077,3,1
182.0,701.0,3,6024,6,1,3,1,1179,0,1
28.0,883.0,3,2739,6,1,7,0,1179,2,1
171.0,851.0,5,5989,6,1,3,1,1179,0,1
393.0,151.0,6,5971,6,1,3,0,30,0,1
40.0,884.0,5,7693,6,1,6,0,332,4,1
60.0,992.4420741902379,6,1142,6,1,3,0,208,1,1
96.0,1645.0,6,7817,6,1,6,0,448,2,1
24.0,92.0,1,5289,6,1,3,0,705,0,1
12.0,183.0,1,8676,5,0,6,0,841,1,1
1200.0,273.0,5,4924,6,1,7,0,1179,1,1
200.0,866.0,3,4996,6,1,6,0,71,1,1
63.0,1214.0,3,4402,6,1,3,0,69,2,1
10.0,1796.0,2,7174,6,0,3,0,792,1,1
10.0,335.0,3,8082,6,0,6,0,772,1,1
19.0,2802.0,3,5041,6,1,3,0,788,1,1
227.0,335.0,2,4240,1,1,5,0,1077,4,1
12.0,426.0,1,3544,6,1,3,2,1179,0,1
24.0,992.4420741902379,4,5112,6,0,3,1,1179,1,1
28.0,242.0,1,2425,1,1,3,0,208,2,1
52.0,395.0,1,613,6,1,3,2,1179,2,1
100.0,1538.0,5,6050,6,1,6,0,1179,2,1
27.0,214.0,3,862,6,1,3,0,68,4,1
10.0,699.0,5,6176,6,1,6,0,533,1,1
868.0,595.0,5,2425,6,1,3,0,434,0,1
62.0,487.0,3,1758,6,1,6,0,690,2,1
600.0,1083.0,6,4807,8,1,3,0,288,1,1
7.0,122.0,1,2005,6,0,3,0,1179,1,1
24.0,1431.0,2,605,1,1,3,0,729,1,1
200.0,881.0,5,611,8,1,6,0,295,3,1
88.0,365.0,1,6176,6,1,3,0,465,2,1
150.0,494.0,3,3722,6,1,1,0,747,4,1
48.0,30.0,1,3035,6,1,3,0,452,1,1
310.0,365.0,3,669,6,1,3,2,208,0,1
120.0,656.0,5,6691,9,1,6,0,1179,2,1
50.0,92.0,6,3950,5,1,6,0,148,4,1
540.0,184.0,3,4202,1,1,3,0,449,0,1
142.0,2670.0,6,782,6,1,5,0,705,2,1
300.0,549.0,5,1470,8,1,8,0,841,1,1
141.0,549.0,4,3183,6,1,6,0,1007,2,1
467.0,608.0,5,2425,6,1,3,0,30,1,1
45.0,1826.0,3,5468,6,0,3,0,1179,1,1
106.0,2953.0,6,1316,6,1,5,0,705,2,1
165.0,1979.0,1,5296,0,1,5,0,837,3,1
399.0,1477.0,3,4789,6,1,3,0,30,1,1
220.0,1704.0,5,1083,6,1,6,0,133,2,1
50.0,427.0,6,2629,6,0,3,0,742,1,1
0.0,1979.0,3,1935,6,1,5,0,941,0,0
0.0,60.0,3,1935,6,1,1,0,941,0,0
310.8711580908859,1705.0,5,3611,6,1,5,0,208,0,0
600.0,992.4420741902379,5,6513,0,1,5,0,1162,1,0
350.0,2314.0,5,8076,6,1,5,1,30,0,0
240.0,1796.0,5,5984,6,1,5,1,781,0,0
292.0,1583.0,5,4500,6,1,5,0,705,0,0
6.0,3744.0,3,7248,1,1,5,0,705,1,0
859.0,7881.0,5,2000,6,1,5,0,533,1,0
602.0,2769.0,5,1238,1,1,5,1,792,1,0
15.0,2587.0,3,1970,6,0,6,0,1077,1,0
64.0,6489.0,5,6911,6,1,5,2,1077,1,0
4.0,3860.0,5,5917,6,1,4,0,175,4,0
114.0,2833.0,5,1128,6,1,5,0,30,1,0
36.0,992.4420741902379,3,4783,6,0,3,0,69,1,0
13.0,1735.0,1,1232,6,0,6,0,742,1,0
144.0,992.4420741902379,5,3181,6,1,4,0,1179,1,0
29.0,2891.0,3,4837,6,0,5,0,288,1,0
25.0,669.0,3,2000,6,0,5,0,30,1,0
32.0,3319.0,5,3518,1,1,5,0,788,1,0
145.0,1357.0,5,3711,6,1,6,0,286,2,0
5.0,426.0,3,5540,6,1,6,0,1077,2,0
69.0,1705.0,5,5028,6,1,3,0,881,1,0
310.8711580908859,992.4420741902379,5,7969,6,1,5,0,424,0,0
589.0,3712.0,5,4783,6,1,5,0,69,1,0
31.0,5114.0,5,4837,10,0,5,0,781,1,0
5.0,486.0,5,4623,6,1,5,0,30,1,0
175.0,8249.0,5,1238,6,1,6,1,1179,1,0
86.0,992.4420741902379,3,315,1,1,5,2,706,1,0
521.0,6331.0,5,1128,6,1,5,0,68,1,0
11.0,1857.0,5,4837,1,1,5,0,30,1,0
88.0,1096.0,3,5730,6,1,5,0,208,0,0
102.0,2435.0,5,2779,6,1,6,0,706,1,0
302.0,1826.0,5,4178,6,1,5,0,30,2,0
61.0,791.0,5,4178,6,1,5,0,30,1,0
235.0,943.0,5,4178,6,1,6,0,208,2,0
220.0,1675.0,5,1276,9,1,5,0,30,2,0
54.0,992.4420741902379,1,1565,6,0,5,1,881,1,0
19.0,2770.0,5,5330,1,1,5,0,30,1,0
98.0,1735.0,5,1238,10,1,5,1,841,1,0
22.0,1856.0,3,4623,6,0,6,0,742,1,0
26.0,1003.0,3,2000,1,0,5,0,30,1,0
7.0,804.0,1,2000,1,0,6,0,792,1,0
1.0,740.0,1,6017,1,0,5,1,792,1,0
310.8711580908859,992.4420741902379,5,611,6,1,3,0,68,0,0
21.0,4291.0,3,2050,6,1,5,0,705,2,0
2.0,579.0,3,6911,6,0,5,2,385,1,0
7.0,2221.0,5,4837,1,1,5,0,30,1,0
23.0,1612.0,5,1365,5,1,5,0,30,0,0
748.0,5082.0,5,3236,6,1,4,0,68,0,0
42.0,992.4420741902379,1,8446,1,0,5,0,331,1,0
70.0,992.4420741902379,3,7136,6,1,5,0,792,1,0
5.0,1217.0,3,1232,6,0,6,0,533,1,0
486.0,2556.0,5,2079,6,1,5,1,30,4,0
25.0,3683.0,3,4623,1,0,5,0,533,1,0
396.0,992.4420741902379,5,1452,6,1,5,1,533,1,0
420.0,1946.0,5,4178,6,1,5,0,30,2,0
47.0,992.4420741902379,5,3518,1,1,6,0,790,0,0
39.0,3410.0,3,2000,6,1,5,0,535,0,0
70.0,2436.0,3,21,6,1,5,0,705,1,0
375.0,730.0,3,613,1,1,3,0,68,0,0
40.0,486.0,3,5941,3,1,5,0,533,3,0
40.0,992.4420741902379,2,5985,6,1,5,0,747,1,0
310.8711580908859,365.0,1,5502,6,0,3,0,1179,1,0
274.0,1611.0,3,2779,6,1,4,0,30,0,0
21.0,7063.0,6,6843,1,0,5,0,705,1,0
14.0,2710.0,1,1231,1,0,5,0,729,1,0
265.0,992.4420741902379,5,6911,6,1,5,2,424,1,0
15.0,669.0,2,1256,1,0,6,1,288,1,0
700.0,2891.0,5,7969,9,1,5,0,747,3,0
30.0,334.0,1,5477,9,1,5,0,787,0,0
42.0,992.4420741902379,1,8446,1,1,5,0,792,1,0
48.0,1461.0,3,4674,6,1,6,0,533,0,0
90.0,1947.0,5,7311,6,1,5,0,30,3,0
27.0,3075.0,3,7951,6,1,5,0,705,4,0
310.8711580908859,1491.0,5,1232,6,1,5,0,68,0,0
400.0,1522.0,5,6119,6,1,5,0,30,1,0
10.0,759.0,5,4783,0,1,5,0,30,2,0
36.0,1373.0,2,193,6,0,3,0,1077,1,0
18.0,2830.0,1,4837,1,0,5,0,30,1,0
24.0,2101.0,2,6026,6,1,3,1,385,1,0
240.0,992.4420741902379,4,1405,6,1,3,0,208,1,0
102.0,2648.0,3,6026,6,1,3,1,208,1,0
24.0,581.0,3,5106,6,1,3,0,1179,0,0
84.0,1155.0,5,3114,6,1,3,0,1179,0,0
310.8711580908859,761.0,3,5337,6,1,3,0,288,0,0
16.0,1583.0,3,3440,6,1,3,0,208,1,0
75.0,0.0,4,2413,6,1,5,0,837,1,0
984.0,1583.0,5,6172,6,0,3,0,30,1,0
310.8711580908859,992.4420741902379,5,959,6,1,3,0,1179,0,0
30.0,396.0,2,2012,6,1,3,0,288,0,0
36.0,992.4420741902379,1,23,1,0,5,0,208,1,0
212.0,276.0,3,5505,6,1,3,0,30,0,0
2500.0,1341.0,5,7545,6,1,3,0,1149,0,0
1.0,1008.0,3,4644,6,0,3,0,1077,1,0
46.0,6696.0,3,2931,6,1,6,0,1077,1,0
8.0,1188.0,1,3310,6,0,6,0,1077,1,0
2.0,1127.0,2,4633,1,0,6,0,1077,1,0
6.0,1715.0,3,6134,6,0,6,0,1077,1,0
33.0,365.0,3,2220,6,1,3,0,208,2,0
7.0,822.0,2,193,6,0,3,0,1077,1,0
3.0,1279.0,4,4623,6,0,3,0,1077,1,0
310.8711580908859,992.4420741902379,2,5330,6,0,3,0,1179,1,0
100.0,1645.0,3,1256,6,1,3,1,1179,1,0
316.0,365.0,3,1088,6,1,3,0,1179,0,0
85.0,304.0,3,1725,6,1,3,0,208,0,0
60.0,992.4420741902379,3,3434,6,1,3,0,68,0,0
50.0,992.4420741902379,3,6923,1,1,6,2,68,1,0
806.0,1249.0,4,6172,6,1,3,0,68,2,0
15.0,1177.0,3,7645,6,0,6,0,1077,1,0
12.0,1946.0,3,3411,6,1,6,0,706,4,0
15.0,1177.0,3,7645,6,0,6,0,1077,1,0
22.0,1277.0,1,5511,6,0,3,0,1179,1,0
15.0,1704.0,1,7490,6,0,6,0,881,1,0
7.0,1126.0,2,4793,6,1,3,0,30,4,0
55.0,1065.0,5,7306,6,1,3,0,208,4,0
7.0,1341.0,3,6987,6,0,3,0,286,1,0
30.0,992.4420741902379,1,2012,6,0,3,0,331,1,0
26.0,1553.0,3,5511,6,0,6,0,1077,1,0
540.0,396.0,5,7902,9,1,3,0,1179,0,0
490.0,365.0,5,7902,9,1,3,0,1179,0,0
83.0,392.0,4,7355,6,1,3,0,30,2,0
184.0,992.4420741902379,6,1655,3,1,3,0,1077,3,0
48.0,992.4420741902379,1,313,6,0,5,0,533,3,0
119.0,992.4420741902379,3,2000,1,1,6,0,1179,1,0
100.0,789.0,3,4799,6,1,3,0,1179,2,0
35.0,243.0,3,5666,6,0,3,0,208,1,0
3.0,974.0,2,234,9,1,6,0,1077,1,0
210.0,4870.0,3,7474,8,1,5,0,705,4,0
24.0,578.0,1,7763,6,0,3,0,705,1,0
39.0,2529.0,3,1238,6,1,5,1,30,4,0
150.0,335.0,6,4044,6,1,3,0,385,0,0
16.0,762.0,2,5511,6,0,6,0,208,1,0
1320.0,992.4420741902379,4,1562,6,1,3,0,30,0,0
20.0,0.0,6,1118,6,0,3,0,1179,1,0
84.0,456.0,6,5874,6,1,3,0,1179,0,0
847.0,1581.0,5,6019,6,1,3,1,208,1,0
2.0,59.0,3,883,6,0,3,0,331,1,0
40.0,1034.0,2,3339,6,0,6,0,1077,1,0
310.8711580908859,992.4420741902379,3,3889,6,1,3,2,32,0,0
104.0,150.0,5,4381,6,1,3,0,30,2,0
37.0,3134.0,2,1256,1,0,5,0,705,1,0
310.8711580908859,992.4420741902379,5,1052,6,1,3,0,1179,3,0
310.8711580908859,992.4420741902379,3,6911,6,1,3,2,1179,0,0
702.0,456.0,5,1413,6,1,3,0,1179,3,0
354.0,1826.0,5,6017,6,1,3,1,30,0,0
310.8711580908859,1370.0,2,6923,6,1,3,0,69,1,0
1800.0,1218.0,5,3633,6,1,3,0,1179,0,0
608.0,1674.0,5,4683,6,1,3,0,841,0,0
60.0,992.4420741902379,3,6026,6,1,3,1,68,1,0
61.0,974.0,2,5671,6,0,3,0,286,1,0
0.0,61.0,5,4793,6,1,3,0,845,2,0
8.0,2625.0,1,2624,1,0,5,0,68,1,0
274.0,365.0,3,7724,1,1,3,0,385,2,0
42.0,992.4420741902379,1,2572,6,0,5,0,208,1,0
350.0,639.0,5,4783,6,1,3,0,30,1,0
310.8711580908859,639.0,5,4783,6,1,3,0,30,1,0
310.8711580908859,639.0,5,4783,6,1,3,0,30,1,0
19.0,4324.0,3,1116,6,1,5,0,705,0,0
27.0,992.4420741902379,1,5671,6,0,3,0,881,1,0
75.0,403.0,5,3354,6,0,3,0,1179,1,0
310.8711580908859,992.4420741902379,3,6017,6,0,3,1,424,1,0
197.0,4358.0,3,5296,6,0,5,0,705,2,0
93.0,3072.0,5,4837,6,1,4,0,1179,1,0
400.0,992.4420741902379,5,5666,6,1,3,0,30,1,0
750.0,992.4420741902379,4,3780,6,1,3,0,30,1,0
24.0,457.0,2,5666,6,0,3,0,208,1,0
2.0,2830.0,2,3434,6,1,5,0,1179,0,0
53.0,2071.0,5,5985,5,1,3,2,533,1,0
36.0,2465.0,3,6911,5,1,5,2,533,1,0
40.0,1126.0,3,4640,6,0,3,0,30,1,0
100.0,1673.0,3,2452,6,1,3,0,30,0,0
150.0,2161.0,4,6870,6,1,5,0,68,2,0
12.0,4961.0,3,6707,6,1,5,1,705,2,0
560.0,1065.0,5,6371,6,1,3,0,68,0,0
84.0,1856.0,5,4418,6,1,3,0,810,4,0
800.0,365.0,5,4844,6,1,3,0,68,1,0
35.0,700.0,3,4956,6,0,3,0,792,1,0
30.0,580.0,5,2215,6,1,3,0,385,0,0
11.0,6637.0,2,8405,6,1,6,0,706,4,0
25.0,992.4420741902379,3,1410,6,0,3,0,385,1,0
12.0,1066.0,3,2000,6,1,5,0,1077,3,0
2200.0,992.4420741902379,6,2778,6,1,3,0,30,0,0
5.0,1766.0,3,4783,6,1,6,0,1077,1,0
49.0,1979.0,5,1116,6,1,5,0,1179,2,0
46.0,992.4420741902379,1,433,6,0,3,0,1179,1,0
49.0,791.0,5,1075,3,1,3,2,286,1,0
19.0,4202.0,3,4025,9,1,5,2,706,1,0
180.0,152.0,3,2012,6,1,3,0,208,0,0
100.0,974.0,3,4113,9,1,5,0,1077,3,0
111.0,1950.0,5,4892,6,0,3,0,1077,1,0
32.0,2008.0,3,6119,6,1,5,0,881,1,0
29.0,1218.0,5,1238,6,1,5,1,1179,1,0
30.0,275.0,4,6371,6,1,3,0,533,0,0
250.0,1188.0,5,2369,6,1,5,1,1149,2,0
300.0,992.4420741902379,5,6200,6,1,3,0,385,0,0
30.0,212.0,2,3026,6,1,5,0,705,0,0
12.0,1796.0,1,3900,6,0,5,1,810,1,0
35.0,943.0,3,1232,10,0,5,0,385,1,0
90.0,992.4420741902379,3,5811,0,1,5,0,847,1,0
64.0,992.4420741902379,3,613,6,1,3,0,208,0,0
12.0,1126.0,3,2390,6,1,5,0,385,1,0
2200.0,992.4420741902379,5,309,6,1,5,0,1077,0,0
50.0,762.0,2,5053,6,1,5,0,788,0,0
180.0,992.4420741902379,6,1116,6,1,3,0,208,0,0
49.0,912.0,6,890,6,1,3,0,286,2,0
1.0,365.0,5,2957,6,1,5,2,30,1,0
7.0,1217.0,3,7454,1,0,5,0,68,1,0
131.0,1705.0,3,4789,6,1,3,0,30,1,0
310.8711580908859,335.0,3,2428,6,1,3,0,1179,0,0
808.0,792.0,5,1562,6,1,3,0,1179,0,0
15.0,274.0,3,1419,6,0,3,0,1179,1,0
100.0,854.0,4,2264,7,1,6,0,30,0,0
300.0,517.0,3,7969,6,1,3,0,208,0,0
442.0,4976.0,3,4837,6,1,5,0,705,1,0
4.0,915.0,5,4623,1,1,6,0,1077,1,0
10.0,2312.0,3,3346,6,1,6,0,705,4,0
42.0,992.4420741902379,3,363,6,1,5,0,1077,0,0
826.0,1247.0,5,4097,6,1,3,0,208,2,0
310.8711580908859,609.0,3,7355,6,1,3,0,1179,0,0
27.0,992.4420741902379,3,4623,6,0,3,0,837,1,0
15.0,992.4420741902379,2,3720,7,0,6,2,208,1,0
91.0,1247.0,5,4097,6,0,3,0,208,1,0
44.0,609.0,3,3281,6,1,6,0,1179,0,0
274.0,1310.0,3,3434,0,1,6,0,1179,1,0
81.0,4933.0,3,4783,6,1,5,0,30,1,0
238.0,2373.0,5,2000,6,1,5,0,30,1,0
175.0,700.0,5,3633,6,1,3,0,286,0,0
49.0,992.4420741902379,2,5666,6,0,3,0,286,1,0
60.0,488.0,2,5985,6,1,3,1,781,0,0
19.0,1067.0,5,4454,6,1,3,0,1179,0,0
1621.0,4865.0,5,2000,6,1,5,0,68,2,0
60.0,578.0,3,3013,6,1,3,0,837,0,0
120.0,547.0,3,3013,6,1,3,0,837,0,0
7.0,217.0,6,3807,6,1,3,0,385,0,0
310.8711580908859,992.4420741902379,3,1351,6,0,3,0,1179,1,0
18.0,992.4420741902379,1,3518,6,0,3,0,810,1,0
1354.0,1918.0,4,3432,6,1,5,0,1179,4,0
85.0,335.0,3,4783,6,0,3,0,1179,1,0
14.0,1068.0,3,5114,6,1,5,2,1077,1,0
160.0,992.4420741902379,3,2136,1,1,5,0,1077,1,0
8.0,1125.0,1,1773,6,0,3,0,1077,1,0
38.0,1339.0,2,1405,6,0,3,0,533,1,0
20.0,2731.0,3,4849,6,1,5,0,705,1,0
62.0,610.0,5,5112,6,1,3,1,208,1,0
25.0,942.0,3,6017,1,0,3,1,30,1,0
40.0,1249.0,3,7248,1,1,3,0,1077,1,0
14.0,91.0,3,4926,6,1,3,0,1179,0,0
1.0,973.0,3,1238,6,1,5,1,1076,4,0
56.0,992.4420741902379,3,7886,6,1,5,0,1077,0,0
28.0,334.0,3,4633,6,0,3,0,792,1,0
240.0,992.4420741902379,5,5330,6,1,3,0,30,1,0
299.0,992.4420741902379,3,7355,6,1,3,0,30,0,0
9.0,707.0,6,3621,6,0,6,0,1179,1,0
23.0,669.0,3,7334,6,1,3,0,68,0,0
16.0,793.0,3,786,6,1,5,0,1179,2,0
1236.0,883.0,5,1256,6,1,3,1,30,0,0
32.0,395.0,4,4926,6,1,3,0,1179,0,0
25.0,2800.0,3,6911,5,1,5,2,792,1,0
15.0,2343.0,1,1565,6,0,5,1,810,1,0
30.0,1734.0,2,3001,1,1,5,1,1077,1,0
101.0,2283.0,5,1565,6,1,5,1,810,1,0
310.8711580908859,992.4420741902379,5,3434,6,1,3,0,385,0,0
310.8711580908859,992.4420741902379,2,3980,6,1,3,0,208,0,0
607.0,2039.0,5,4689,6,1,3,0,208,1,0
40.0,1248.0,3,6017,6,1,3,1,1179,1,0
369.0,2830.0,6,4306,6,1,3,0,30,4,0
32.0,992.4420741902379,1,8446,6,1,5,0,533,1,0
3.0,1553.0,1,4623,1,0,5,0,792,1,0
18.0,638.0,5,2000,6,1,5,0,881,0,0
14.0,213.0,2,4956,6,0,3,0,385,1,0
510.0,791.0,3,613,6,1,3,0,68,0,0
40.0,640.0,1,5511,6,0,5,0,706,1,0
310.8711580908859,992.4420741902379,1,5511,6,0,3,0,792,1,0
270.0,2922.0,5,7110,6,1,5,0,706,0,0
60.0,992.4420741902379,1,2951,6,1,5,0,331,1,0
8.0,1704.0,3,1238,6,1,5,1,208,0,0
310.8711580908859,992.4420741902379,5,4837,1,1,3,0,30,0,0
151.0,1583.0,5,1333,6,1,5,0,208,2,0
70.0,992.4420741902379,3,353,6,1,5,0,1077,1,0
5.0,2160.0,3,6782,6,1,5,1,705,0,0
23.0,3428.0,3,7082,6,0,4,0,881,1,0
392.0,992.4420741902379,3,3984,6,1,3,0,788,0,0
11.0,1425.0,3,4475,6,1,5,0,705,1,0
943.0,1581.0,5,4818,6,1,3,0,30,4,0
120.0,1003.0,3,4892,6,1,3,0,881,0,0
626.0,1553.0,5,6911,1,1,3,2,30,1,0
248.0,791.0,5,1091,6,1,3,0,30,1,0
854.0,273.0,5,861,6,1,3,0,69,0,0
56.0,275.0,3,4482,1,1,5,0,30,1,0
3.0,1125.0,2,1238,1,0,3,0,537,1,0
155.0,943.0,2,505,6,1,3,0,68,0,0
130.0,2311.0,3,3434,6,1,5,0,208,1,0
49.0,1400.0,3,1238,6,1,5,1,208,1,0
598.0,992.4420741902379,5,4783,6,1,4,0,1179,0,0
3.0,1278.0,1,4489,6,1,5,0,705,1,0
50.0,0.0,1,8723,6,0,3,0,1179,1,0
4.0,92.0,5,4942,6,1,3,0,385,1,0
49.0,1035.0,5,3953,6,0,3,0,1179,1,0
60.0,850.0,3,4892,6,1,3,0,881,0,0
465.0,851.0,5,6847,6,1,3,0,1179,0,0
102.0,577.0,6,4743,3,1,3,0,1179,3,0
1200.0,699.0,5,1373,6,1,5,0,30,0,0
3000.0,1765.0,3,17,1,1,4,0,1179,0,0
120.0,992.4420741902379,3,353,6,1,5,0,1077,1,0
126.0,2734.0,5,5143,10,1,4,0,68,1,0
130.0,2571.0,3,1238,6,1,5,1,839,0,0
30.0,1673.0,4,7108,6,0,5,0,208,1,0
