enrollment,enrollment_type,duration,phase_encoded,condition_encoded,intervention_type_encoded,study_design_encoded,sponsor_type_encoded,gender_encoded,location_encoded,masking_encoded,final_status
48.0,ESTIMATED,1076.9030855527424,3,1487,6,0,6,1,837,1,0
24.0,,943.0,6,2125,6,1,6,0,1191,0,0
24.0,,1076.9030855527424,6,2125,6,1,6,0,1191,0,0
300.0,,671.0,5,3274,6,1,6,1,1191,1,0
45.0,ESTIMATED,1076.9030855527424,3,6905,6,0,3,1,1191,1,0
3.0,ACTUAL,1827.0,3,9763,6,1,6,0,1191,2,0
0.0,ACTUAL,1076.9030855527424,5,8564,6,1,7,0,1191,0,0
60.0,ACTUAL,1612.0,5,5680,9,1,6,0,1191,1,0
60.0,ACTUAL,2130.0,5,2727,3,1,7,0,1191,0,0
300.0,,1188.0,6,5669,6,1,6,0,531,1,0
230.0,,1461.0,5,6625,6,1,7,0,28,1,0
200.0,ACTUAL,2557.0,5,1878,6,1,7,1,1093,1,0
330.0,,3287.0,5,3305,6,1,7,0,28,1,0
355.0,ACTUAL,1612.0,5,1346,6,1,3,0,1191,2,0
90.0,,1127.0,3,1461,6,0,3,1,1191,1,0
40.0,ESTIMATED,3348.0,3,1461,6,0,3,1,1191,1,0
273.0,ACTUAL,2434.0,5,1461,6,1,7,1,684,0,0
18.0,ACTUAL,1308.0,5,1326,6,2,3,0,832,1,0
30.0,,1095.0,6,7909,6,1,2,2,1151,0,0
30.0,,1461.0,6,2108,6,1,6,2,1191,0,0
28.0,ACTUAL,2160.0,3,3339,6,2,5,1,1151,1,0
258.1383630528429,ESTIMATED,1402.0,6,821,6,1,3,0,782,1,0
32.0,,1280.0,3,6905,6,0,6,1,782,1,0
15.0,ESTIMATED,1076.9030855527424,6,2079,6,0,3,0,782,1,0
0.0,ACTUAL,243.0,2,7714,6,1,6,1,782,1,0
29.0,ESTIMATED,883.0,2,4032,6,0,6,0,782,1,0
16.0,ACTUAL,7001.0,3,1461,6,2,6,1,782,1,0
258.1383630528429,ESTIMATED,1076.9030855527424,1,8877,6,0,6,0,782,1,0
45.0,,1076.9030855527424,1,6346,6,0,3,0,74,1,0
91.0,ESTIMATED,730.0,1,3947,1,1,3,0,37,0,0
45.0,,1076.9030855527424,1,9598,6,0,3,0,600,1,0
90.0,,1400.0,4,3947,6,1,3,0,1191,1,0
60.0,,1277.0,3,3945,6,1,3,0,1191,1,0
25.0,ESTIMATED,1127.0,2,3783,6,1,6,0,1191,0,0
18.0,ACTUAL,92.0,5,3945,6,1,3,0,208,3,0
40.0,ESTIMATED,1076.9030855527424,2,5865,1,0,6,0,1191,1,0
8.0,ACTUAL,2404.0,3,7023,6,0,6,0,535,1,0
21.0,,1278.0,3,8220,6,0,3,0,535,1,0
37.0,,2342.0,3,3752,6,0,6,0,535,1,0
0.0,ACTUAL,0.0,5,8471,9,1,6,0,782,0,0
130.0,ACTUAL,1066.0,5,4032,2,1,3,0,208,1,0
84.0,ACTUAL,942.0,5,4028,2,1,3,0,208,1,0
248.0,ACTUAL,700.0,3,9639,6,1,3,0,1191,0,0
300.0,,426.0,5,9763,6,1,3,0,1191,0,0
60.0,,123.0,3,1658,6,1,3,0,1191,1,0
5.0,ACTUAL,1076.9030855527424,2,9085,6,0,3,0,37,1,0
504.0,ACTUAL,1096.0,5,7092,6,2,3,0,776,1,0
44.0,ACTUAL,1461.0,6,9734,3,1,3,0,41,1,0
228.0,,1581.0,5,857,3,1,3,0,388,3,0
27.0,ESTIMATED,1095.0,3,6606,6,0,3,0,702,1,0
200.0,ESTIMATED,1076.9030855527424,6,2517,9,1,3,1,74,1,0
18.0,,730.0,6,4171,6,1,6,0,1191,1,0
0.0,ACTUAL,1188.0,3,685,6,1,5,0,208,2,0
320.0,,1888.0,5,6307,6,1,6,0,1191,1,0
82.0,ACTUAL,854.0,4,2639,1,1,8,1,1139,0,0
58.0,ACTUAL,3438.0,6,3497,9,1,3,1,74,1,0
57.0,ACTUAL,2922.0,2,9598,6,2,3,0,832,1,0
0.0,ACTUAL,1096.0,6,6202,9,1,8,0,1191,3,0
38.0,ACTUAL,272.0,3,6009,6,1,6,0,1191,0,0
0.0,ACTUAL,122.0,6,8011,6,1,8,0,1191,1,0
4.0,ACTUAL,1285.0,3,6398,6,2,3,0,1191,1,0
91.0,ACTUAL,1187.0,6,8311,6,1,3,0,1191,1,0
414.0,ACTUAL,1581.0,6,8311,6,1,3,0,1191,0,0
340.0,ACTUAL,577.0,3,9273,6,1,3,0,1191,2,0
60.0,,638.0,6,2261,6,1,3,0,877,0,0
20.0,ACTUAL,670.0,6,6970,6,2,6,0,37,1,0
40.0,ACTUAL,1492.0,5,2771,6,1,3,0,41,2,0
45.0,,426.0,6,5622,6,1,3,0,208,0,0
40.0,ESTIMATED,1247.0,3,5942,6,1,6,0,534,1,0
55.0,ACTUAL,1705.0,3,6606,6,1,3,0,534,1,0
37.0,ACTUAL,1735.0,6,7489,3,1,5,0,534,0,0
30.0,,730.0,5,5624,0,1,6,0,534,3,0
0.0,ACTUAL,701.0,3,1333,6,0,6,0,1080,1,0
5.0,ACTUAL,1185.0,6,127,3,0,3,0,1115,1,0
4.0,ACTUAL,609.0,1,4302,6,2,6,0,1191,0,0
258.1383630528429,ESTIMATED,1400.0,6,4847,9,0,6,0,1169,1,0
4.0,ACTUAL,819.0,2,7980,1,0,3,0,1191,1,0
5.0,ACTUAL,730.0,3,7980,1,0,3,0,1191,1,0
450.0,ACTUAL,1461.0,6,2927,3,0,3,0,702,1,0
49.0,ACTUAL,638.0,6,4384,3,1,3,0,1191,1,0
220.0,,2434.0,3,9156,6,1,3,0,208,1,0
3300.0,,335.0,5,9396,6,1,3,0,1191,0,0
16.0,ACTUAL,3105.0,6,4629,6,1,3,0,1080,1,0
15.0,ACTUAL,1338.0,3,1222,6,1,6,1,1080,1,0
43.0,ACTUAL,2373.0,5,6309,6,1,3,1,1080,2,0
25.0,ACTUAL,1096.0,3,1461,6,0,1,1,1080,1,0
3.0,ACTUAL,1188.0,3,1461,6,2,3,1,1080,1,0
22.0,ACTUAL,730.0,2,2562,6,0,3,0,208,1,0
71.0,ACTUAL,3414.0,3,7088,1,1,3,0,37,4,0
378.0,ACTUAL,1402.0,3,2562,6,0,3,0,37,1,0
264.0,ACTUAL,822.0,5,2562,6,1,3,0,208,0,0
90.0,ESTIMATED,912.0,3,5628,6,1,6,0,782,3,0
0.0,ACTUAL,1076.9030855527424,6,195,3,1,6,0,208,3,0
720.0,,1004.0,6,4128,3,1,6,0,74,3,0
50.0,ESTIMATED,762.0,3,8564,6,1,6,0,1191,2,0
60.0,,1076.9030855527424,1,9598,6,0,3,0,720,1,0
219.0,ACTUAL,1308.0,5,8070,6,1,3,0,1191,1,0
36.0,ACTUAL,2191.0,6,2618,3,1,0,0,1191,1,0
7.0,ACTUAL,1372.0,1,2727,6,1,6,0,782,0,0
50.0,ESTIMATED,303.0,5,4560,6,1,6,0,906,1,0
120.0,ACTUAL,4869.0,6,6860,3,1,3,0,1191,3,0
754.0,ACTUAL,3774.0,6,6860,3,1,3,0,1191,3,0
164.0,ACTUAL,6513.0,5,6843,3,1,3,0,1191,1,0
163.0,ACTUAL,4536.0,6,8441,3,2,3,0,1191,1,0
228.0,ACTUAL,2710.0,6,8441,3,2,3,0,1191,1,0
275.0,ACTUAL,3380.0,6,8441,3,2,3,0,1191,1,0
36.0,ACTUAL,1096.0,6,6843,3,1,3,0,1021,1,0
58.0,ACTUAL,3317.0,6,6857,9,1,3,0,1028,3,0
0.0,ACTUAL,5478.0,6,8441,3,2,3,0,1191,1,0
184.0,ACTUAL,2922.0,6,8441,3,2,3,0,1191,1,0
317.0,ACTUAL,5509.0,5,6843,3,1,3,0,1191,1,0
57.0,ACTUAL,1247.0,4,7092,5,2,5,0,421,2,0
20.0,,1076.9030855527424,3,3302,6,1,6,0,421,1,0
50.0,ACTUAL,3531.0,3,4186,6,1,6,0,421,1,0
15.0,ACTUAL,3348.0,3,5538,6,2,3,0,421,1,0
2.0,ACTUAL,1065.0,3,1187,6,1,3,0,421,1,0
5.0,ACTUAL,942.0,3,3641,6,0,3,0,421,1,0
6.0,ACTUAL,822.0,6,9643,0,1,3,0,1191,3,0
656.0,ACTUAL,2222.0,6,8348,6,1,6,0,776,4,0
168.0,ACTUAL,151.0,5,1034,6,1,3,0,1191,1,0
55.0,ACTUAL,182.0,5,3527,6,1,3,0,1191,1,0
100.0,,31.0,3,2331,6,1,3,0,1191,1,0
40.0,ESTIMATED,1796.0,2,3645,6,0,6,0,509,1,0
30.0,,880.0,3,2340,6,0,6,0,509,1,0
42.0,ESTIMATED,1980.0,6,2046,9,1,6,0,1191,1,0
55.0,,882.0,3,6346,6,1,6,0,1191,1,0
40.0,,1827.0,3,1487,6,0,3,1,1191,1,0
19.0,ACTUAL,993.0,3,6214,6,2,3,0,1191,1,0
3.0,ACTUAL,1034.0,3,1701,9,0,3,0,1191,1,0
592.0,ACTUAL,3745.0,5,1461,9,1,6,1,1191,1,0
0.0,ACTUAL,1076.9030855527424,1,5540,6,0,6,0,1191,1,0
25.0,ESTIMATED,1076.9030855527424,3,5541,6,0,6,0,1191,1,0
12.0,ACTUAL,852.0,3,5557,6,0,6,0,1191,1,0
22.0,ACTUAL,30.0,6,1225,6,1,3,0,1191,0,0
192.0,ACTUAL,1034.0,3,821,6,1,3,0,37,0,0
2.0,ACTUAL,396.0,5,821,6,1,3,0,1191,1,0
12.0,ACTUAL,488.0,3,821,6,1,3,0,1191,0,0
1432.0,ACTUAL,1249.0,6,821,6,1,3,0,1191,1,0
800.0,,1675.0,5,6150,6,1,6,0,1191,0,0
0.0,ACTUAL,1856.0,3,8423,6,0,3,0,782,1,0
2.0,ACTUAL,1065.0,3,3395,6,0,3,0,782,1,0
258.1383630528429,ESTIMATED,1076.9030855527424,1,2831,6,0,3,0,782,1,0
0.0,ACTUAL,1887.0,3,8674,6,0,3,0,782,1,0
20.0,ACTUAL,1076.9030855527424,5,8564,6,0,3,0,421,1,0
17.0,ACTUAL,273.0,6,1384,0,2,6,0,782,1,0
630.0,ACTUAL,4748.0,6,2771,6,1,6,0,843,1,0
4476.0,ACTUAL,6829.0,0,5269,1,2,6,0,782,1,0
120.0,,2041.0,6,1100,9,1,6,0,981,1,0
80.0,ACTUAL,1400.0,3,6927,6,1,6,0,1191,4,0
127.0,ACTUAL,2191.0,3,1461,10,2,6,1,1169,1,0
0.0,ACTUAL,1076.9030855527424,1,6456,6,1,6,0,1169,1,0
1450.0,,791.0,5,2785,6,1,3,0,877,0,0
580.0,,852.0,5,2785,6,1,3,0,37,0,0
70.0,ACTUAL,2313.0,5,6843,3,1,6,0,1191,3,0
360.0,,1005.0,6,3247,3,1,3,0,74,1,0
4.0,ACTUAL,2161.0,1,6108,6,2,6,0,208,1,0
136.0,ACTUAL,518.0,3,8387,6,1,3,0,877,2,0
124.0,ACTUAL,1734.0,3,323,6,1,3,0,877,1,0
100.0,,30.0,5,7885,6,1,6,2,1191,0,0
131.0,ACTUAL,1096.0,3,7885,6,1,3,2,1191,1,0
40.0,ESTIMATED,972.0,3,1461,6,0,3,0,701,1,0
17.0,ACTUAL,1369.0,3,3947,6,1,3,0,877,1,0
90.0,ACTUAL,3350.0,5,6129,6,1,3,0,388,1,0
42.0,,577.0,3,3297,6,0,3,0,388,1,0
7.0,ACTUAL,577.0,2,1461,6,2,3,1,535,1,0
63.0,ACTUAL,1613.0,5,5937,6,1,3,2,208,0,0
11.0,ACTUAL,944.0,3,5865,6,0,3,1,534,1,0
22.0,ACTUAL,1096.0,3,8070,6,2,3,0,535,1,0
19.0,ACTUAL,1278.0,3,4032,6,0,3,0,323,1,0
3.0,ACTUAL,639.0,3,6129,6,1,3,0,535,1,0
8.0,ACTUAL,700.0,3,5541,6,0,3,0,535,1,0
43.0,ACTUAL,273.0,3,8814,6,0,3,0,323,1,0
126.0,ACTUAL,1096.0,5,8564,6,1,3,0,535,0,0
40.0,ESTIMATED,702.0,6,2340,6,0,3,0,388,1,0
30.0,ESTIMATED,820.0,1,1620,6,0,3,0,388,1,0
15.0,ESTIMATED,485.0,2,9763,6,0,3,0,701,1,0
3.0,ACTUAL,1340.0,0,2745,9,1,6,0,731,3,0
16.0,ACTUAL,1705.0,4,5532,8,1,3,0,731,0,0
103.0,ACTUAL,639.0,5,4461,8,1,6,1,731,3,0
12.0,ACTUAL,883.0,6,5138,6,1,3,0,731,1,0
13.0,ACTUAL,2679.0,5,1325,3,1,6,0,702,0,0
0.0,ACTUAL,944.0,1,7720,6,1,7,1,837,2,0
17.0,ACTUAL,2100.0,3,7885,6,2,6,2,782,1,0
0.0,ACTUAL,488.0,3,1461,6,2,5,2,208,1,0
54.0,ACTUAL,1308.0,3,2268,6,1,5,0,1080,2,0
3.0,ACTUAL,212.0,1,2268,6,1,6,0,1080,2,0
0.0,ACTUAL,2342.0,3,3947,0,1,6,0,1191,3,0
3.0,ACTUAL,3774.0,6,8636,6,0,6,0,1191,1,0
280.0,,1736.0,5,6976,6,1,7,0,1191,0,0
30.0,,1706.0,2,2117,6,0,7,0,1191,1,0
20.0,ESTIMATED,1885.0,3,5251,6,1,6,1,1191,0,0
180.0,,669.0,2,1867,6,1,6,1,1028,0,0
7.0,ACTUAL,699.0,4,6388,6,1,3,0,837,2,0
2000.0,,1706.0,4,2768,6,1,6,0,1191,0,0
40.0,ESTIMATED,123.0,6,7146,6,1,6,0,877,0,0
1.0,ACTUAL,1461.0,2,1923,7,0,6,0,523,1,0
2.0,ACTUAL,853.0,5,2044,6,1,3,0,670,1,0
0.0,ACTUAL,1076.9030855527424,6,1326,6,1,6,2,208,3,0
0.0,ACTUAL,1076.9030855527424,6,2727,6,1,6,0,208,0,0
40.0,ACTUAL,1218.0,4,6394,6,1,3,0,1191,0,0
78.0,ACTUAL,1795.0,4,4159,3,1,7,0,1191,3,0
4.0,ACTUAL,335.0,3,9530,6,1,7,0,1191,0,0
160.0,ESTIMATED,1006.0,4,5127,3,1,7,0,1191,1,0
20.0,ACTUAL,0.0,3,237,10,1,7,0,1191,1,0
165.0,,882.0,5,6976,6,1,6,0,1191,0,0
180.0,ESTIMATED,730.0,3,7978,6,1,6,0,382,2,0
90.0,ACTUAL,1583.0,5,9530,9,1,5,0,74,3,0
200.0,ESTIMATED,2802.0,4,8360,6,1,6,0,1191,1,0
258.1383630528429,ESTIMATED,669.0,6,7255,3,1,3,1,286,0,0
22.0,ACTUAL,1218.0,6,8599,8,0,3,0,1191,1,0
112.0,ACTUAL,1214.0,6,821,6,1,3,0,75,1,0
0.0,ACTUAL,1553.0,1,1556,1,2,6,0,1191,1,0
181.0,ACTUAL,1076.9030855527424,6,8836,0,1,5,1,804,1,0
16.0,,1705.0,3,8061,3,1,6,0,1191,3,0
300.0,,730.0,5,2312,6,1,6,0,531,0,0
50.0,,1280.0,5,1600,6,1,6,0,531,0,0
140.0,,1076.9030855527424,1,9449,0,0,5,0,731,1,0
43.0,,1126.0,3,5865,6,0,6,1,37,1,0
45.0,ESTIMATED,1795.0,3,4423,6,2,5,0,208,1,0
230.0,ESTIMATED,1076.9030855527424,5,1692,6,1,3,0,1191,0,0
60.0,,1076.9030855527424,6,857,6,1,3,0,1191,0,0
80.0,ESTIMATED,275.0,6,857,6,1,6,0,1191,0,0
258.1383630528429,ESTIMATED,1076.9030855527424,2,6346,6,0,3,0,1080,1,0
27.0,ACTUAL,2099.0,3,5865,6,2,6,1,283,1,0
65.0,,1400.0,3,1160,6,0,6,0,1191,1,0
258.1383630528429,ESTIMATED,1370.0,3,6199,6,0,6,0,37,1,0
258.1383630528429,ESTIMATED,580.0,3,6813,6,1,5,0,208,0,0
1100.0,,640.0,5,2785,6,1,3,0,37,0,0
203.0,ESTIMATED,1076.9030855527424,5,280,6,1,3,0,1191,1,0
120.0,ESTIMATED,730.0,5,1430,6,1,3,0,74,4,0
60.0,,1095.0,3,2511,0,1,6,0,1191,1,0
0.0,ACTUAL,3379.0,3,1707,6,2,6,0,782,1,0
900.0,,273.0,5,2454,6,1,3,0,1191,0,0
1.0,ACTUAL,608.0,6,9479,6,0,3,0,782,1,0
30.0,ESTIMATED,1611.0,2,9282,6,0,6,0,1191,1,0
23.0,ACTUAL,1704.0,2,8070,6,1,3,0,208,1,0
23.0,ACTUAL,2161.0,3,9759,6,0,3,2,208,1,0
0.0,ACTUAL,1076.9030855527424,2,6194,6,0,5,0,1191,1,0
10.0,ACTUAL,913.0,1,1452,6,0,5,0,804,1,0
8.0,,122.0,5,1674,6,1,6,0,837,0,0
0.0,ACTUAL,1827.0,6,5428,6,1,6,0,960,2,0
129.0,ACTUAL,1612.0,6,1096,3,1,3,0,1191,1,0
0.0,ACTUAL,1076.9030855527424,3,1461,6,2,5,0,1191,1,0
36.0,ACTUAL,3918.0,4,3698,1,2,3,0,208,1,0
2.0,ACTUAL,426.0,3,1461,1,2,5,0,589,1,0
2.0,ACTUAL,608.0,3,6131,5,2,5,0,841,1,0
661.0,ACTUAL,1338.0,5,1770,6,1,3,0,776,2,0
200.0,,1004.0,4,1719,3,0,3,0,534,1,0
40.0,,366.0,1,4666,9,0,6,0,534,1,0
4.0,ACTUAL,1643.0,4,3248,3,1,7,0,540,4,0
258.1383630528429,ESTIMATED,1076.9030855527424,3,4281,6,1,3,0,208,1,0
75.0,ACTUAL,2254.0,4,2771,9,2,6,0,388,1,0
152.0,ACTUAL,2345.0,4,2771,9,2,6,0,388,1,0
152.0,ACTUAL,2010.0,4,2789,9,0,6,0,388,3,0
0.0,ACTUAL,2436.0,4,2821,9,0,6,0,388,3,0
9.0,ACTUAL,457.0,3,821,6,1,3,0,1191,0,0
90.0,ACTUAL,1584.0,6,6684,8,1,6,0,837,3,0
100.0,,638.0,3,2785,6,1,3,0,208,1,0
270.0,,671.0,5,2785,6,0,3,0,37,1,0
80.0,ESTIMATED,488.0,2,4287,6,0,3,0,1191,1,0
0.0,ACTUAL,1076.9030855527424,3,9273,9,1,5,0,208,1,0
5.0,ACTUAL,1449.0,3,3227,6,0,3,0,208,1,0
0.0,ACTUAL,577.0,5,6090,6,0,3,0,41,1,0
150.0,,700.0,3,4286,6,0,3,0,1191,1,0
7.0,ACTUAL,6466.0,6,3406,6,2,3,0,421,1,0
40.0,,243.0,3,779,6,1,6,0,1191,1,0
179.0,ACTUAL,395.0,5,6684,6,1,3,0,1191,0,0
31.0,ACTUAL,548.0,5,6684,6,1,3,0,1191,0,0
23.0,,336.0,3,9768,6,0,3,1,782,1,0
380.0,,151.0,5,4902,6,1,3,0,1191,0,0
40.0,ESTIMATED,913.0,3,6624,6,0,6,0,841,1,0
35.0,ACTUAL,2007.0,6,2668,6,1,3,0,1137,1,0
21.0,ACTUAL,852.0,6,8564,6,0,6,0,1151,1,0
0.0,ACTUAL,366.0,1,9613,6,1,6,0,1191,1,0
21.0,ACTUAL,1249.0,3,3453,6,1,1,0,782,3,0
13.0,ACTUAL,638.0,3,8386,6,1,5,0,1151,0,0
0.0,ACTUAL,1076.9030855527424,5,1368,9,1,5,0,421,1,0
160.0,,1076.9030855527424,6,8441,6,1,3,0,534,1,0
190.0,,549.0,3,5889,6,1,3,0,1191,1,0
28.0,,1076.9030855527424,3,4032,6,0,3,0,1191,1,0
7123.0,ACTUAL,4869.0,5,1867,9,1,6,1,1162,1,0
29.0,ACTUAL,1076.9030855527424,2,451,6,2,6,0,208,1,0
1.0,ACTUAL,1076.9030855527424,1,5269,6,2,3,0,208,1,0
2.0,ACTUAL,457.0,5,2401,9,1,6,0,1191,1,0
10.0,ACTUAL,1308.0,3,6269,9,1,6,0,937,1,0
47.0,,577.0,3,1442,6,0,3,0,1191,1,0
490.0,ESTIMATED,1308.0,5,6513,6,1,3,0,1191,0,0
258.1383630528429,ESTIMATED,1076.9030855527424,1,2102,6,0,3,0,208,1,0
200.0,,1642.0,6,3945,6,1,3,0,534,1,0
841.0,ACTUAL,2435.0,5,5053,1,1,5,0,74,4,0
12.0,,181.0,5,5506,6,0,3,0,877,1,0
182.0,ACTUAL,1492.0,5,6875,6,1,3,2,1191,0,0
1415.0,ACTUAL,4140.0,4,8742,3,1,6,0,1191,1,0
48.0,ACTUAL,943.0,6,7002,6,1,6,0,1191,2,0
99.0,ACTUAL,1036.0,5,4095,6,1,7,1,1191,4,0
34.0,ACTUAL,336.0,6,6976,6,0,3,0,1191,1,0
6.0,ACTUAL,214.0,3,821,6,1,3,0,1191,0,0
29.0,ACTUAL,549.0,3,821,6,1,3,0,1191,0,0
139.0,ACTUAL,427.0,6,982,6,1,3,0,1191,1,0
110.0,ACTUAL,304.0,6,7467,6,1,3,0,776,0,0
40.0,,212.0,6,6228,6,1,6,0,1137,1,0
240.0,,427.0,3,1281,6,1,3,2,74,0,0
100.0,,121.0,5,1341,6,1,3,0,600,1,0
40.0,ESTIMATED,1401.0,5,2639,6,1,6,0,1191,0,0
4.0,ACTUAL,1096.0,1,4215,6,1,6,0,286,1,0
34.0,,213.0,2,9189,6,0,3,0,1191,1,0
2.0,ACTUAL,413.0,1,1402,1,1,5,0,841,1,0
15.0,ACTUAL,1029.0,3,1452,6,2,5,0,701,1,0
13.0,ACTUAL,1765.0,3,4805,6,2,5,0,841,1,0
13.0,ACTUAL,4262.0,3,5473,6,2,3,0,208,1,0
30.0,,304.0,6,339,6,0,3,1,693,1,0
29.0,ESTIMATED,699.0,3,5968,6,0,6,0,720,1,0
120.0,ACTUAL,518.0,3,8314,6,1,3,0,1191,0,0
17802.0,ACTUAL,2041.0,5,3144,6,1,3,0,37,2,0
4.0,ACTUAL,832.0,3,1024,6,1,4,0,283,0,0
6.0,ACTUAL,1795.0,6,9394,6,2,5,0,782,1,0
0.0,ACTUAL,730.0,1,3631,6,1,6,0,1191,0,0
21.0,ACTUAL,1188.0,3,6129,6,2,6,0,733,1,0
1175.0,,1076.9030855527424,6,4518,9,1,3,0,1191,1,0
38.0,ACTUAL,852.0,6,140,6,1,3,0,178,3,0
11.0,ACTUAL,183.0,3,821,6,1,3,0,1191,0,0
258.1383630528429,ESTIMATED,1676.0,5,3849,6,0,3,0,208,1,0
209.0,ACTUAL,1795.0,6,8550,6,1,5,2,702,4,0
13.0,ACTUAL,1076.9030855527424,6,5865,6,0,3,1,1191,1,0
39.0,ACTUAL,1279.0,5,2639,6,1,6,0,733,1,0
8.0,ACTUAL,1005.0,3,6129,6,0,6,0,733,1,0
0.0,ACTUAL,1158.0,6,713,6,1,6,0,1191,1,0
370.0,,577.0,5,9613,6,1,3,0,37,0,0
20.0,ESTIMATED,730.0,3,5716,6,1,6,0,837,0,0
0.0,ACTUAL,1076.9030855527424,6,6129,6,0,3,0,1191,1,0
50.0,ACTUAL,1076.9030855527424,6,153,6,2,3,0,1191,1,0
200.0,ACTUAL,1095.0,1,2768,0,1,5,0,1191,3,0
258.1383630528429,ESTIMATED,396.0,3,6218,6,0,3,0,421,1,0
130.0,ACTUAL,668.0,3,4815,6,1,3,0,74,1,0
0.0,ACTUAL,1155.0,3,7885,8,2,5,2,1191,1,0
1.0,ACTUAL,304.0,3,5111,6,2,5,0,841,1,0
12.0,ACTUAL,2373.0,3,1452,6,1,5,0,832,1,0
64.0,ESTIMATED,1076.9030855527424,2,8229,6,2,5,0,388,1,0
6706.0,ACTUAL,792.0,5,1096,6,1,3,0,776,1,0
400.0,ESTIMATED,1076.9030855527424,5,1700,6,1,3,0,37,0,0
72.0,ESTIMATED,1157.0,3,9694,6,1,3,0,328,0,0
5.0,ESTIMATED,1076.9030855527424,3,5670,9,0,6,0,1191,1,0
0.0,ACTUAL,1076.9030855527424,5,3947,6,1,3,0,1191,0,0
6.0,ACTUAL,1795.0,5,7885,10,1,8,2,1151,1,0
100.0,ESTIMATED,730.0,6,1084,6,1,6,0,1191,0,0
64.0,ESTIMATED,1076.9030855527424,1,6129,6,0,3,0,74,1,0
300.0,,761.0,6,8391,3,1,6,0,141,1,0
57.0,ACTUAL,3563.0,1,7382,6,1,6,0,1080,4,0
10.0,ACTUAL,1065.0,1,4692,1,0,3,0,208,1,0
0.0,ACTUAL,3591.0,2,2340,6,0,6,0,1169,1,0
141.0,ACTUAL,1217.0,5,1726,6,1,6,0,199,2,0
60.0,ACTUAL,2130.0,6,10013,6,1,6,0,199,4,0
40.0,,1076.9030855527424,1,2517,6,1,3,0,1191,3,0
0.0,ACTUAL,1976.0,3,7885,6,1,5,2,1191,1,0
7.0,ACTUAL,2283.0,1,5269,1,0,5,0,701,1,0
10.0,ACTUAL,2252.0,3,2123,6,0,5,0,841,1,0
192.0,ACTUAL,212.0,6,5749,6,1,3,0,1024,1,0
0.0,ACTUAL,273.0,6,7471,6,1,3,0,600,1,0
88.0,ACTUAL,1612.0,3,7885,6,1,3,2,1191,1,0
3.0,ACTUAL,153.0,5,2563,6,0,3,0,690,1,0
20.0,ACTUAL,427.0,3,6396,6,1,3,0,1191,0,0
42.0,ACTUAL,1308.0,5,7132,6,1,3,0,782,0,0
30.0,,273.0,6,2405,6,0,6,0,693,1,0
0.0,ACTUAL,1076.9030855527424,3,76,3,2,3,0,1191,1,0
31.0,ACTUAL,334.0,3,821,6,1,3,0,1191,1,0
37.0,ACTUAL,547.0,5,821,6,1,3,1,1191,0,0
50.0,,1076.9030855527424,2,6198,6,0,6,0,1191,1,0
0.0,ACTUAL,638.0,6,7232,6,1,6,0,1191,3,0
36.0,ACTUAL,2222.0,6,9740,0,1,6,1,837,0,0
0.0,ACTUAL,973.0,1,4959,6,0,6,0,537,1,0
36.0,ACTUAL,2040.0,4,4128,6,1,7,1,837,2,0
38.0,,1277.0,3,7448,6,0,6,1,974,1,0
0.0,ACTUAL,1076.9030855527424,3,3436,6,0,6,0,1191,1,0
72.0,ACTUAL,1216.0,4,9446,6,1,5,0,701,0,0
260.0,,243.0,5,2831,6,1,3,0,1191,1,0
105.0,ACTUAL,182.0,5,2831,6,1,3,0,1191,1,0
225.0,ESTIMATED,669.0,4,294,3,1,3,0,702,1,0
16.0,ACTUAL,2557.0,3,5538,1,2,5,0,208,1,0
9.0,ACTUAL,730.0,3,4218,6,2,3,0,534,1,0
63.0,ACTUAL,1076.9030855527424,1,1485,6,0,3,0,1079,1,0
26.0,ACTUAL,1158.0,6,670,6,1,5,0,1139,1,0
9.0,ACTUAL,1461.0,3,688,6,1,5,0,1191,0,0
64.0,ACTUAL,822.0,1,3132,6,1,3,0,286,2,0
60.0,,1522.0,5,5622,6,1,6,0,837,0,0
649.0,ACTUAL,486.0,5,4518,6,1,3,0,208,2,0
0.0,ACTUAL,1584.0,3,5489,6,0,6,0,777,1,0
0.0,ACTUAL,1076.9030855527424,5,798,6,1,6,0,208,3,0
17.0,ACTUAL,3499.0,3,6530,6,2,6,0,777,1,0
38.0,ACTUAL,3683.0,3,8070,8,2,6,0,777,1,0
110.0,,669.0,3,6530,6,1,3,0,283,1,0
927.0,ACTUAL,1673.0,5,2517,6,1,6,0,178,4,0
821.0,ACTUAL,730.0,5,1485,6,1,3,1,208,1,0
18.0,,0.0,3,2340,6,0,6,0,776,1,0
0.0,ACTUAL,1247.0,2,9404,6,0,3,0,782,1,0
53.0,ACTUAL,6113.0,1,6352,6,0,3,0,1079,1,0
60.0,ACTUAL,1003.0,3,6198,6,0,3,0,1080,1,0
23.0,ACTUAL,638.0,2,1701,6,1,3,0,1191,1,0
555.0,,608.0,5,9612,6,1,3,0,1191,0,0
555.0,,608.0,5,9612,6,1,3,0,1191,0,0
3.0,ACTUAL,945.0,6,8745,6,0,6,0,877,1,0
2.0,ACTUAL,1492.0,3,940,6,1,6,0,702,4,0
24.0,,1249.0,1,6229,6,1,6,0,731,3,0
112.0,ACTUAL,1400.0,3,9155,6,1,5,0,208,0,0
